mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_child_weight,param_max_depth,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
164.3306688308716,0.5836930699709942,0.6901531934738159,0.052124196217295485,0.8,1000,7,12,1.5,1.0,"{'subsample': 0.8, 'n_estimators': 1000, 'min_child_weight': 7, 'max_depth': 12, 'gamma': 1.5, 'colsample_bytree': 1.0}",-1.9058105976949993,-1.8626031745092664,-1.8354053496897145,-1.5082582216947713,-1.7181128288745633,-1.7119935196015057,-2.1517024947401993,-1.8621275917939546,-1.668466709736184,-1.885818310183891,-1.8110298798519047,0.16338181728980164,1
